,aac,bwt,fwt,afm,n_tasks,dataset,algo,datetime,dataset_name,agent_name,lr,batch_size,hiddens,epochs_per_task,gamma,dropout
186,48.9,-10.368421052631577,-0.11578947368421048,10.76842105263158,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,10,100,1,0.8,0.30000000000000004
374,48.849999999999994,-17.81052631578947,-0.863157894736842,17.98947368421052,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,10,0.6000000000000001,0.0
370,48.76,-15.378947368421056,0.03157894736842113,16.073684210526316,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,10,0.6000000000000001,0.1
134,48.519999999999996,-29.305263157894736,0.37894736842105275,29.305263157894736,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,10,0.8,0.2
284,48.470000000000006,-29.105263157894736,0.7684210526315787,29.105263157894736,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,50,0.5,0.1
46,48.269999999999996,-26.81052631578947,0.6105263157894739,26.81052631578947,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,10,0.7000000000000001,0.2
57,48.26,-20.68421052631579,-1.0842105263157888,21.200000000000006,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,10,0.7000000000000001,0.0
191,48.13,-22.315789473684212,0.6526315789473686,22.78947368421053,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,10,0.8,0.4
121,48.089999999999996,-30.957894736842103,-0.21052631578947387,30.957894736842103,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.8,0.0
280,48.03,-29.989473684210523,-0.6631578947368418,29.989473684210523,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,50,0.5,0.0
15,47.839999999999996,-30.621052631578944,-0.6526315789473683,30.621052631578944,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,50,0.6000000000000001,0.0
160,47.830000000000005,-23.799999999999997,1.4526315789473687,23.799999999999997,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,10,0.8,0.5
299,47.81,-25.178947368421056,0.021052631578947573,25.242105263157896,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,50,0.5,0.30000000000000004
156,47.779999999999994,-17.65263157894737,-1.0421052631578946,18.147368421052636,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,10,100,1,0.8,0.0
176,47.75,-14.11578947368421,1.1157894736842107,14.11578947368421,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,10,100,1,0.8,0.2
145,47.7,-29.126315789473683,0.06315789473684207,29.126315789473683,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.8,0.2
203,47.62,-22.294736842105266,0.17894736842105266,22.673684210526314,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,10,0.8,0.5
271,47.49999999999999,-34.46315789473685,-0.45263157894736794,34.46315789473685,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,50,0.5,0.4
37,47.48,-28.57894736842105,0.9684210526315793,28.57894736842105,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.7000000000000001,0.1
349,47.410000000000004,-26.51578947368421,-0.19999999999999965,26.82105263157895,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.6000000000000001,0.1
313,47.38,-23.263157894736832,-0.5473684210526315,23.263157894736832,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,50,0.5,0.5
288,47.25999999999999,-28.905263157894733,-0.6421052631578948,28.905263157894733,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,50,0.5,0.2
248,47.06999999999999,-27.126315789473683,1.0105263157894735,27.157894736842106,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,10,0.5,0.1
327,47.00000000000001,-6.157894736842109,0.7157894736842106,7.052631578947368,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,64,100,10,0.5,0.30000000000000004
152,46.910000000000004,-27.378947368421056,0.7684210526315788,27.378947368421056,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,10,0.8,0.4
257,46.71,-36.81052631578947,-0.1894736842105265,36.81052631578947,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,50,0.5,0.30000000000000004
229,46.58,-14.589473684210523,1.0842105263157895,15.115789473684208,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,10,100,10,0.8,0.5
335,46.44,-4.705263157894737,-1.2315789473684209,5.9789473684210535,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,64,100,10,0.5,0.4
317,46.28,-9.147368421052628,-2.4,9.473684210526313,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,64,100,10,0.5,0.2
63,46.17,-8.610526315789471,1.8698493046318425e-16,8.926315789473682,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,10,100,1,0.7000000000000001,0.1
296,46.1,-26.926315789473684,0.4105263157894735,26.926315789473684,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,50,0.5,0.4
151,46.080000000000005,-29.589473684210528,-0.8842105263157893,29.589473684210528,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.8,0.30000000000000004
249,45.94,-27.357894736842102,1.926315789473684,27.357894736842102,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,10,0.5,0.2
174,45.85,-16.810526315789474,-0.3368421052631579,16.90526315789474,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,10,100,1,0.8,0.1
123,45.67,-21.57894736842105,1.8,22.336842105263155,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,10,100,50,0.7000000000000001,0.30000000000000004
22,45.61,-29.189473684210522,-0.5473684210526315,29.22105263157894,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,50,0.6000000000000001,0.4
383,45.45,-17.63157894736842,0.26315789473684237,17.63157894736842,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,10,0.6000000000000001,0.2
11,45.43000000000001,-36.547368421052646,0.7894736842105263,36.547368421052646,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,50,0.6000000000000001,0.5
84,45.339999999999996,-17.53684210526316,0.9473684210526315,17.63157894736842,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,10,0.7000000000000001,0.4
230,45.33999999999999,-18.77894736842105,2.3789473684210534,20.36842105263158,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,10,100,50,0.8,0.5
418,45.260000000000005,-15.95789473684211,1.4736842105263166,15.95789473684211,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,10,0.7000000000000001,0.1
206,45.19000000000001,-11.210526315789474,3.8631578947368426,12.263157894736839,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,64,100,1,0.8,0.0
147,45.13,-30.178947368421053,0.2631578947368419,30.178947368421053,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,10,0.8,0.30000000000000004
43,44.88,-28.810526315789474,1.2631578947368425,28.810526315789474,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,10,0.7000000000000001,0.30000000000000004
264,44.83,-36.27368421052631,-0.494736842105263,36.27368421052631,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,50,0.5,0.5
240,44.67,-27.968421052631577,0.36842105263157876,28.894736842105264,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.5,0.1
351,44.559999999999995,-27.578947368421048,1.6736842105263157,27.578947368421048,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,10,0.6000000000000001,0.30000000000000004
419,44.43000000000001,-18.41052631578948,1.8526315789473686,18.557894736842105,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,10,0.7000000000000001,0.0
141,44.41,-19.505263157894742,2.347368421052632,19.55789473684211,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,10,0.8,0.1
59,44.300000000000004,-13.084210526315788,2.1368421052631583,13.389473684210525,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,10,100,1,0.7000000000000001,0.0
289,44.260000000000005,-16.694736842105264,1.0526315789473686,16.71578947368421,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,10,0.5,0.2
224,44.260000000000005,-5.915789473684209,0.9789473684210531,6.431578947368419,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,10,100,1,0.8,0.4
334,44.13,-3.6736842105263134,1.8842105263157893,4.757894736842102,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,64,100,10,0.5,0.5
144,44.019999999999996,-18.736842105263158,3.0736842105263165,18.842105263157894,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,10,0.8,0.2
378,43.88,-17.778947368421054,-0.12631578947368385,17.778947368421054,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,10,0.6000000000000001,0.30000000000000004
417,43.800000000000004,-9.536842105263158,-1.1263157894736842,9.905263157894735,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,64,100,10,0.6000000000000001,0.5
116,43.769999999999996,-21.936842105263157,1.5473684210526315,21.936842105263157,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,10,0.8,0.0
343,43.73,-15.484210526315792,1.9789473684210528,15.726315789473684,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,10,0.6000000000000001,0.1
221,43.66000000000001,-19.86315789473684,0.9263157894736846,21.557894736842105,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,10,100,50,0.8,0.2
389,43.64,-15.4,1.8000000000000005,15.747368421052627,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,10,0.6000000000000001,0.4
346,43.55,-16.789473684210524,1.8421052631578947,16.789473684210524,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,10,0.6000000000000001,0.0
48,43.52,-28.168421052631583,0.2210526315789479,28.168421052631583,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,10,0.7000000000000001,0.4
51,43.46,-28.178947368421056,1.3263157894736843,28.178947368421056,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.7000000000000001,0.4
210,43.410000000000004,-10.189473684210528,0.021052631578947108,10.421052631578947,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,64,100,1,0.8,0.1
251,43.300000000000004,-27.71578947368421,0.7263157894736846,28.747368421052634,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.5,0.2
38,43.290000000000006,-34.126315789473686,-0.08421052631578946,34.126315789473686,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.7000000000000001,0.0
149,43.269999999999996,-18.642105263157895,3.673684210526317,18.642105263157895,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,10,0.8,0.30000000000000004
77,42.96,-20.568421052631578,-1.1157894736842107,20.568421052631578,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,10,0.7000000000000001,0.30000000000000004
181,42.87,-15.168421052631578,-0.5263157894736844,15.199999999999998,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,10,100,1,0.8,0.4
360,42.85,-8.368421052631579,-0.2736842105263155,8.74736842105263,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,10,100,1,0.6000000000000001,0.0
222,42.74,-5.399999999999999,-0.09473684210526366,6.768421052631578,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,64,100,1,0.8,0.2
300,42.61,-15.505263157894731,0.9578947368421048,15.61052631578947,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,10,0.5,0.30000000000000004
42,42.60000000000001,-32.263157894736835,0.5578947368421056,32.263157894736835,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.7000000000000001,0.2
41,42.59,-16.484210526315795,2.473684210526316,16.705263157894738,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,10,0.7000000000000001,0.2
246,42.53,-32.136842105263156,0.5684210526315788,32.136842105263156,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.5,0.0
255,42.330000000000005,-29.126315789473683,1.8736842105263163,29.126315789473683,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,10,0.5,0.30000000000000004
359,42.32000000000001,-28.578947368421048,0.9789473684210527,28.578947368421048,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,10,0.6000000000000001,0.4
165,42.3,-31.589473684210517,-0.29473684210526335,31.589473684210517,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.8,0.4
112,42.269999999999996,-14.999999999999996,1.9263157894736846,15.368421052631579,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,1,0.8,0.0
295,42.21,-13.221052631578944,0.4421052631578948,13.54736842105263,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,10,0.5,0.4
415,42.21,-12.442105263157892,0.7789473684210529,12.894736842105265,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,1,0.7000000000000001,0.0
215,42.18,-23.86315789473684,-0.5157894736842102,24.831578947368417,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,10,100,50,0.8,0.30000000000000004
10,42.10000000000001,-29.536842105263155,1.0631578947368425,29.536842105263155,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.6000000000000001,0.30000000000000004
53,42.099999999999994,-27.842105263157894,0.4000000000000002,27.842105263157894,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,10,0.7000000000000001,0.5
161,42.08,-29.599999999999998,-0.5999999999999996,29.599999999999998,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.8,0.5
140,41.83,-15.410526315789474,1.4210526315789473,15.768421052631583,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,1,0.8,0.1
239,41.68,-16.368421052631575,1.1368421052631579,16.43157894736842,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,10,0.5,0.1
352,41.67999999999999,-16.210526315789476,2.5789473684210535,16.263157894736846,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,10,0.6000000000000001,0.2
72,41.540000000000006,-8.715789473684213,0.5999999999999996,9.326315789473684,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,10,100,1,0.7000000000000001,0.2
376,41.43,-7.557894736842108,0.9157894736842105,7.905263157894738,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,10,100,1,0.6000000000000001,0.1
243,41.31999999999999,-17.547368421052635,1.5684210526315796,17.547368421052635,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,10,0.5,0.0
268,41.29,-26.536842105263162,3.4421052631578943,26.57894736842105,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,10,0.5,0.5
254,41.29,-15.336842105263157,1.5894736842105264,15.347368421052632,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,10,0.5,0.2
49,41.25000000000001,-32.431578947368415,1.5263157894736838,32.431578947368415,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.7000000000000001,0.30000000000000004
26,41.25,-26.90526315789474,1.389473684210526,27.073684210526313,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,10,100,50,0.6000000000000001,0.0
55,41.18,-28.621052631578944,0.852631578947369,28.621052631578944,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.7000000000000001,0.5
5,41.040000000000006,-34.81052631578948,0.5157894736842108,34.81052631578948,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.6000000000000001,0.0
170,40.97,-11.736842105263158,2.231578947368422,13.642105263157895,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,1,0.8,0.0
47,40.67,-16.69473684210526,3.642105263157895,16.91578947368421,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,10,0.7000000000000001,0.30000000000000004
362,40.65,-28.01052631578947,1.3578947368421053,28.01052631578947,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,10,0.6000000000000001,0.5
258,40.58,-29.536842105263155,0.9157894736842108,30.031578947368416,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.5,0.30000000000000004
357,40.57,-33.37894736842105,2.0842105263157897,33.37894736842105,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,10,0.6000000000000001,0.2
227,40.43,-6.042105263157894,0.4210526315789472,6.810526315789474,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,64,100,1,0.8,0.4
6,40.339999999999996,-32.13684210526316,0.7052631578947366,32.557894736842115,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.6000000000000001,0.2
266,40.22,-29.042105263157893,1.8842105263157893,29.042105263157893,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.5,0.4
194,40.19,-9.168421052631578,0.6210526315789476,9.34736842105263,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,10,100,1,0.8,0.5
367,40.08999999999999,-27.978947368421046,1.6631578947368417,27.978947368421046,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.6000000000000001,0.5
279,40.06,-7.526315789473682,-0.7157894736842104,7.810526315789474,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,10,100,1,0.5,0.1
143,39.980000000000004,-38.31578947368421,0.06315789473684254,38.31578947368421,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.8,0.1
81,39.81,-8.094736842105267,-0.45263157894736866,9.168421052631585,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,10,100,1,0.7000000000000001,0.4
169,39.68,-9.642105263157895,0.6421052631578951,10.873684210526317,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,1,0.8,0.1
272,39.61,-9.378947368421052,1.6000000000000008,10.34736842105263,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,10,100,1,0.5,0.0
223,39.290000000000006,-10.4,-0.9684210526315791,10.589473684210525,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,64,100,1,0.8,0.30000000000000004
306,39.27,-12.252631578947366,2.5894736842105264,13.589473684210523,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,10,0.5,0.5
89,39.12,-8.663157894736843,0.7368421052631581,10.463157894736844,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,64,100,1,0.7000000000000001,0.0
164,39.050000000000004,-19.378947368421052,2.4631578947368418,19.378947368421052,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,10,0.8,0.4
69,38.989999999999995,-9.29473684210526,0.2526315789473685,9.926315789473682,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,10,100,1,0.7000000000000001,0.30000000000000004
236,38.970000000000006,-13.399999999999999,1.3894736842105266,13.642105263157895,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,1,0.5,0.0
12,38.97,-31.56842105263158,1.8736842105263158,31.56842105263158,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.6000000000000001,0.4
340,38.96,-14.326315789473684,0.578947368421053,14.463157894736844,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,1,0.6000000000000001,0.0
355,38.74,-17.547368421052628,2.1999999999999997,17.663157894736838,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,10,0.6000000000000001,0.30000000000000004
391,38.730000000000004,-14.000000000000004,2.2105263157894735,14.368421052631582,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,10,0.6000000000000001,0.5
146,38.73,-11.56842105263158,0.8105263157894738,12.178947368421055,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,1,0.8,0.30000000000000004
420,38.629999999999995,-14.852631578947367,0.905263157894737,15.273684210526318,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,1,0.7000000000000001,0.1
98,38.410000000000004,-20.526315789473685,2.6,20.652631578947368,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,10,0.7000000000000001,0.5
101,38.13000000000001,-7.14736842105263,3.378947368421053,9.073684210526315,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,64,100,1,0.7000000000000001,0.1
372,38.059999999999995,-7.189473684210528,-0.15789473684210525,7.757894736842107,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,10,100,1,0.6000000000000001,0.2
262,37.93,-28.810526315789474,3.4210526315789473,28.810526315789474,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,50,0.5,0.5
52,37.86,-16.515789473684208,2.5789473684210535,16.86315789473684,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,10,0.7000000000000001,0.4
142,37.51,-15.105263157894731,0.3263157894736847,15.199999999999992,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,1,0.8,0.2
207,37.4,-21.58947368421052,-0.06315789473684197,23.652631578947368,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,10,100,10,0.8,0.1
350,37.36,-12.789473684210526,1.1473684210526318,12.926315789473684,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,1,0.6000000000000001,0.2
128,37.31999999999999,-4.115789473684211,1.178947368421053,5.473684210526314,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,64,100,1,0.7000000000000001,0.30000000000000004
179,37.3,-9.494736842105262,1.3789473684210527,10.810526315789474,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,1,0.8,0.30000000000000004
256,37.25000000000001,-17.157894736842106,0.11578947368421048,17.242105263157896,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,10,0.5,0.30000000000000004
187,37.09000000000001,-10.757894736842104,1.3894736842105266,11.957894736842105,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,64,100,1,0.8,0.2
213,37.019999999999996,-17.231578947368426,-0.3684210526315792,19.021052631578947,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.1,10,100,10,0.8,0.30000000000000004
245,36.97,-14.284210526315785,1.7684210526315791,14.642105263157895,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,1,0.5,0.1
269,36.769999999999996,-15.536842105263156,0.38947368421052664,15.557894736842103,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,64,100,10,0.5,0.4
423,36.75,-13.873684210526314,0.44210526315789456,14.0,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,1,0.7000000000000001,0.2
286,36.709999999999994,-6.736842105263159,-0.14736842105263143,7.968421052631581,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.01,10,100,1,0.5,0.2
261,36.650000000000006,-33.92631578947368,2.578947368421052,33.92631578947368,20,split-cifar100,stable_sgd,2020-11-15-09-51-1,split-cifar100,stable_sgd,0.001,10,100,10,0.5,0.4
